,car,label,rec_error
115,208,0,0.1395477056503296
116,208,0,0.13931523263454437
117,213,0,0.13903263211250305
118,208,0,0.13901981711387634
119,208,0,0.13896627724170685
120,242,0,0.13883189857006073
121,208,0,0.13860568404197693
122,208,0,0.13852670788764954
123,208,0,0.1384778618812561
124,208,0,0.1384296715259552
125,208,0,0.1380089819431305
126,208,0,0.13782140612602234
127,208,0,0.13763026893138885
128,208,0,0.1375616043806076
129,208,0,0.13742157816886902
130,208,0,0.1373046636581421
131,208,0,0.13729062676429749
132,208,0,0.13714942336082458
133,211,0,0.1365731805562973
134,208,0,0.1365707367658615
135,208,0,0.13639028370380402
136,208,0,0.13627535104751587
137,208,0,0.136097714304924
138,208,0,0.13573670387268066
139,244,0,0.13563263416290283
140,208,0,0.13545234501361847
141,211,0,0.13535833358764648
142,208,0,0.13532255589962006
143,246,0,0.13503293693065643
144,208,0,0.1347629427909851
145,208,0,0.13430814445018768
146,208,0,0.1342071145772934
147,208,0,0.1338994801044464
148,208,0,0.1338028907775879
149,244,0,0.13378147780895233
150,244,0,0.1337062567472458
151,213,0,0.13353607058525085
152,213,0,0.13326436281204224
153,213,0,0.1327057182788849
154,208,0,0.1326686441898346
155,208,0,0.1326659768819809
156,208,0,0.1325455904006958
157,208,0,0.13200336694717407
158,208,0,0.13149121403694153
159,208,0,0.13134458661079407
160,208,0,0.13131719827651978
161,208,0,0.13127654790878296
162,245,0,0.13127337396144867
163,208,0,0.13078342378139496
164,208,0,0.1307528018951416
165,208,0,0.13069605827331543
166,213,0,0.13039164245128632
167,213,0,0.1297835409641266
168,208,0,0.12961247563362122
169,208,0,0.1293448805809021
170,213,0,0.12927821278572083
171,213,0,0.12922906875610352
172,211,0,0.12922906875610352
173,208,0,0.12917444109916687
174,211,0,0.1291123479604721
175,208,0,0.1290816068649292
176,244,0,0.12901493906974792
177,211,0,0.1287631243467331
178,208,0,0.1287057101726532
179,208,0,0.12850792706012726
180,208,0,0.12849876284599304
181,208,0,0.12842029333114624
182,217,0,0.12803545594215393
183,208,0,0.12799659371376038
184,213,0,0.12797600030899048
185,208,0,0.1279624104499817
186,208,0,0.1276431381702423
187,208,0,0.1276310682296753
188,208,0,0.12761954963207245
189,208,0,0.1274794340133667
190,208,0,0.12742504477500916
191,208,0,0.12709876894950867
192,208,0,0.12698069214820862
193,208,0,0.12593472003936768
194,211,0,0.1258665919303894
195,245,0,0.12569689750671387
196,208,0,0.12561805546283722
197,208,0,0.12559714913368225
198,208,0,0.12559551000595093
199,244,0,0.12552741169929504
200,208,0,0.12526623904705048
201,208,0,0.12520866096019745
202,208,0,0.12497665733098984
203,211,0,0.12491869926452637
204,208,0,0.12476272881031036
205,208,0,0.12475436180830002
206,208,0,0.12474393844604492
207,208,0,0.12470400333404541
208,208,0,0.12461712211370468
209,208,0,0.12458235025405884
210,208,0,0.12450569868087769
211,208,0,0.12438322603702545
212,208,0,0.1242780014872551
213,208,0,0.12427054345607758
214,208,0,0.12413349747657776
215,208,0,0.12409257143735886
216,208,0,0.12402617931365967
217,208,0,0.12401624768972397
218,208,0,0.12381385266780853
219,208,0,0.12367933988571167
220,208,0,0.12366968393325806
221,208,0,0.12359311431646347
222,226,0,0.12329115718603134
223,208,0,0.12321656197309494
224,208,0,0.12320809811353683
225,208,0,0.12313079088926315
226,208,0,0.12305986136198044
227,208,0,0.12299111485481262
228,208,0,0.12292452156543732
229,208,0,0.12291228026151657
230,208,0,0.12289458513259888
231,208,0,0.12282715737819672
232,213,0,0.12280029058456421
233,208,0,0.12271362543106079
234,208,0,0.12263721227645874
235,208,0,0.12263110280036926
236,208,0,0.12257468700408936
237,227,0,0.1223960742354393
238,208,0,0.1223374456167221
239,208,0,0.12213575839996338
240,208,0,0.12210049480199814
241,245,0,0.12207566201686859
242,208,0,0.12202578037977219
243,208,0,0.12189041078090668
244,208,0,0.12186066806316376
245,208,0,0.12172775715589523
246,208,0,0.12171250581741333
247,208,0,0.12160122394561768
248,208,0,0.12155652046203613
249,208,0,0.12147776782512665
250,208,0,0.12134747207164764
251,208,0,0.12131055444478989
252,208,0,0.12120863050222397
253,208,0,0.1210605800151825
254,208,0,0.12086503207683563
255,213,0,0.12079864740371704
256,208,0,0.12071895599365234
257,208,0,0.12070294469594955
258,208,0,0.12067969888448715
259,208,0,0.1205069050192833
260,208,0,0.1203797310590744
261,207,0,0.12026898562908173
262,208,0,0.12012197822332382
263,208,0,0.12008033692836761
264,208,0,0.11985684931278229
265,208,0,0.11984755843877792
266,208,0,0.11969846487045288
267,208,0,0.11967591941356659
268,208,0,0.11954855173826218
269,208,0,0.11948961019515991
270,208,0,0.11940248310565948
271,213,0,0.11935784667730331
272,208,0,0.11933696269989014
273,211,0,0.11930344998836517
274,208,0,0.11923971027135849
275,208,0,0.1192040666937828
276,208,0,0.11916495859622955
277,208,0,0.11915888637304306
278,208,0,0.1191314309835434
279,208,0,0.11907944083213806
280,208,0,0.11905267089605331
281,208,0,0.11904418468475342
282,208,0,0.11895006895065308
283,208,0,0.11888554692268372
284,208,0,0.11884002387523651
285,208,0,0.11876931041479111
286,208,0,0.11875933408737183
287,208,0,0.11871981620788574
288,208,0,0.11865170300006866
289,208,0,0.11862044036388397
290,208,0,0.11860932409763336
291,208,0,0.1185421273112297
292,208,0,0.11837315559387207
293,208,0,0.11835050582885742
294,208,0,0.11834532022476196
295,213,0,0.11831988394260406
296,208,0,0.11827930063009262
297,213,0,0.11824165284633636
298,208,0,0.11822421848773956
299,208,0,0.1181577667593956
300,208,0,0.11803613603115082
301,208,0,0.11800871789455414
302,208,0,0.11800854653120041
303,208,0,0.11798161268234253
304,208,0,0.11791430413722992
305,208,0,0.11787810176610947
306,208,0,0.11787732690572739
307,208,0,0.11782115697860718
308,208,0,0.11777906119823456
309,213,0,0.11776338517665863
310,208,0,0.11770655959844589
311,208,0,0.11762979626655579
312,208,0,0.1175961047410965
313,208,0,0.11756390333175659
314,208,0,0.11754147708415985
315,208,0,0.11751556396484375
316,208,0,0.11749430745840073
317,208,0,0.11744855344295502
318,208,0,0.11743752658367157
319,208,0,0.11734288930892944
320,208,0,0.11715516448020935
321,208,0,0.11711916327476501
322,208,0,0.11711663007736206
323,208,0,0.117073655128479
324,208,0,0.11698661744594574
325,208,0,0.11676447838544846
326,213,0,0.11672967672348022
327,208,0,0.11670546233654022
328,208,0,0.11669254302978516
329,208,0,0.11668893694877625
330,208,0,0.1166883334517479
331,208,0,0.11668084561824799
332,208,0,0.1166549026966095
333,208,0,0.11657875031232834
334,208,0,0.1164974570274353
335,213,0,0.11649351567029953
336,208,0,0.11647441238164902
337,208,0,0.1164383590221405
338,208,0,0.11640983819961548
339,213,0,0.11637505888938904
340,208,0,0.11630048602819443
341,208,0,0.11629154533147812
342,208,0,0.11626972258090973
343,208,0,0.11621694266796112
344,208,0,0.1162121519446373
345,208,0,0.1161758229136467
346,208,0,0.11615468561649323
347,208,0,0.11613237857818604
348,208,0,0.11611519753932953
349,208,0,0.11608102172613144
350,208,0,0.11605076491832733
351,208,0,0.11602272093296051
352,208,0,0.11597555875778198
353,208,0,0.11594405025243759
354,208,0,0.11591093242168427
355,208,0,0.11590592563152313
356,208,0,0.11587031930685043
357,208,0,0.11585675179958344
358,208,0,0.11583804339170456
359,208,0,0.11583717912435532
360,208,0,0.11580906808376312
361,208,0,0.1157771572470665
362,208,0,0.11574023962020874
363,208,0,0.1155829131603241
364,208,0,0.11555038392543793
365,208,0,0.11552631855010986
366,208,0,0.1154809296131134
367,208,0,0.11543472856283188
368,208,0,0.11542604863643646
369,208,0,0.11535120010375977
370,208,0,0.11533413827419281
371,208,0,0.11532337963581085
372,208,0,0.11530747264623642
373,208,0,0.11530284583568573
374,208,0,0.11521055549383163
375,208,0,0.11508432030677795
376,208,0,0.11504477262496948
377,208,0,0.1150309145450592
378,208,0,0.11502333730459213
379,208,0,0.1149507611989975
380,208,0,0.11487673223018646
381,208,0,0.11487569659948349
382,208,0,0.11485128849744797
383,208,0,0.11484947055578232
384,208,0,0.11484875530004501
385,208,0,0.1148424744606018
386,208,0,0.11480997502803802
387,208,0,0.11477422714233398
388,208,0,0.11473870277404785
389,208,0,0.11461929976940155
390,208,0,0.11460321396589279
391,244,0,0.11456826329231262
392,208,0,0.11455494165420532
393,208,0,0.11451989412307739
394,208,0,0.11450666189193726
395,208,0,0.11443748325109482
396,208,0,0.1144036054611206
397,208,0,0.11436410993337631
398,208,0,0.11422499269247055
399,208,0,0.11421895027160645
400,208,0,0.11411833018064499
401,208,0,0.11408454179763794
402,208,0,0.11399464309215546
403,208,0,0.11394129693508148
404,208,0,0.1138225793838501
405,213,0,0.11381708085536957
406,213,0,0.11374092102050781
407,208,0,0.11369657516479492
408,208,0,0.11366631835699081
409,208,0,0.11364616453647614
410,208,0,0.11345189809799194
411,208,0,0.11337387561798096
412,208,0,0.11335655301809311
413,208,0,0.11324393004179001
414,208,0,0.11317192018032074
415,208,0,0.11315794289112091
416,208,0,0.11312727630138397
417,208,0,0.1130971759557724
418,208,0,0.11296570301055908
419,208,0,0.11284540593624115
420,208,0,0.11281614005565643
421,208,0,0.112784743309021
422,208,0,0.11272837966680527
423,208,0,0.11268258094787598
424,208,0,0.11261008679866791
425,245,0,0.11260837316513062
426,208,0,0.11260038614273071
427,208,0,0.11259724199771881
428,213,0,0.11259143054485321
429,208,0,0.11243012547492981
430,208,0,0.11241471767425537
431,208,0,0.11236536502838135
432,208,0,0.11234325170516968
433,208,0,0.11202647536993027
434,208,0,0.1119559034705162
435,208,0,0.111944779753685
436,211,0,0.1119125485420227
437,208,0,0.11187773942947388
438,208,0,0.11186705529689789
439,208,0,0.11184599250555038
440,208,0,0.11179529130458832
441,208,0,0.11179119348526001
442,208,0,0.11172138154506683
443,208,0,0.11170969903469086
444,208,0,0.11167602241039276
445,208,0,0.11162366718053818
446,208,0,0.11160004138946533
447,208,0,0.11141055822372437
448,213,0,0.11137378215789795
449,208,0,0.11135101318359375
450,208,0,0.11123408377170563
451,208,0,0.11121313273906708
452,208,0,0.1110733300447464
453,208,0,0.11094281077384949
454,208,0,0.11093267798423767
455,208,0,0.11072120070457458
456,211,0,0.11065175384283066
457,208,0,0.11050450801849365
458,213,0,0.11009376496076584
459,208,0,0.10983609408140182
460,208,0,0.10979943722486496
461,211,0,0.10973431169986725
462,208,0,0.10956577956676483
463,208,0,0.10951562970876694
464,208,0,0.10950915515422821
465,208,0,0.1094113439321518
466,208,0,0.10919219255447388
467,213,0,0.10916640609502792
468,208,0,0.10889633744955063
469,208,0,0.10885946452617645
470,213,0,0.10876753181219101
471,213,0,0.10870959609746933
472,208,0,0.10862813889980316
473,208,0,0.10860766470432281
474,208,0,0.10854235291481018
475,207,0,0.10829196870326996
476,208,0,0.10826584696769714
477,208,0,0.10823480784893036
478,208,0,0.10819889605045319
479,208,0,0.10818078368902206
480,208,0,0.10816540569067001
481,208,0,0.10814537107944489
482,208,0,0.10785768926143646
483,208,0,0.10775218904018402
484,208,0,0.10775023698806763
485,208,0,0.10758894681930542
486,208,0,0.10745418071746826
487,208,0,0.1072789877653122
488,208,0,0.10719634592533112
489,213,0,0.10717706382274628
490,211,0,0.10716864466667175
491,213,0,0.10671426355838776
492,245,0,0.10660692304372787
493,208,0,0.10659526288509369
494,208,0,0.10649438202381134
495,208,0,0.10644584149122238
496,213,0,0.10638241469860077
497,208,0,0.10604112595319748
498,208,0,0.1059972494840622
499,227,0,0.10587118566036224
500,208,0,0.10579883307218552
501,211,0,0.10577887296676636
502,208,0,0.10576187074184418
503,208,0,0.10575827211141586
504,208,0,0.10570015013217926
505,208,0,0.10566812008619308
506,208,0,0.10534548759460449
507,208,0,0.10507363080978394
508,208,0,0.1050131544470787
509,208,0,0.10485955327749252
510,211,0,0.10437923669815063
511,213,0,0.1042473316192627
512,211,0,0.10401980578899384
513,208,0,0.10400940477848053
514,208,0,0.10399602353572845
515,208,0,0.10384785383939743
516,208,0,0.10355862230062485
517,213,0,0.10355085134506226
518,213,0,0.10347797721624374
519,208,0,0.10347025096416473
520,208,0,0.10341718047857285
521,223,0,0.10329580307006836
522,208,0,0.10327645391225815
523,208,0,0.10306505858898163
524,213,0,0.10264095664024353
525,213,0,0.10256141424179077
526,213,0,0.1025426834821701
527,208,0,0.10250352323055267
528,208,0,0.10228662192821503
529,208,0,0.10210558772087097
530,208,0,0.10191114991903305
531,208,0,0.10182129591703415
532,208,0,0.10144615173339844
533,208,0,0.10128466784954071
534,208,0,0.10121414065361023
535,211,0,0.10107302665710449
536,208,0,0.10101436078548431
537,208,0,0.10097997635602951
538,208,0,0.10093443095684052
539,208,0,0.10093407332897186
540,208,0,0.10092301666736603
541,208,0,0.10084426403045654
542,223,0,0.10070937871932983
543,208,0,0.10065804421901703
544,208,0,0.10062848031520844
545,208,0,0.1006120964884758
546,208,0,0.10047545284032822
547,208,0,0.10031843185424805
548,208,0,0.10028742253780365
549,211,0,0.10022108256816864
550,208,0,0.10016070306301117
551,208,0,0.10014881938695908
552,208,0,0.10008446872234344
553,213,0,0.09984885156154633
554,208,0,0.09984719753265381
555,208,0,0.09975077956914902
556,208,0,0.09974026679992676
557,211,0,0.09967999160289764
558,208,0,0.09961744397878647
559,244,0,0.0996047854423523
560,211,0,0.09952633082866669
561,208,0,0.09940320253372192
562,208,0,0.09938785433769226
563,208,0,0.09938119351863861
564,213,0,0.09936942905187607
565,208,0,0.09936335682868958
566,211,0,0.0993400365114212
567,208,0,0.09933152049779892
568,208,0,0.0993192195892334
569,208,0,0.0993179902434349
570,208,0,0.09924788773059845
571,208,0,0.09911235421895981
572,208,0,0.09904532879590988
573,208,0,0.09903352707624435
574,202,0,0.09896495193243027
575,213,0,0.0988113284111023
576,208,0,0.09879082441329956
577,208,0,0.09874437749385834
578,208,0,0.098666250705719
579,208,0,0.09863531589508057
580,208,0,0.09819112718105316
581,213,0,0.09809281677007675
582,208,0,0.0978446900844574
583,208,0,0.0977858155965805
584,208,0,0.09777965396642685
585,211,0,0.09776779264211655
586,208,0,0.09776272624731064
587,208,0,0.09775513410568237
588,208,0,0.09775416553020477
589,208,0,0.09762893617153168
590,246,0,0.09761699289083481
591,208,0,0.09751495718955994
592,208,0,0.09748506546020508
593,208,0,0.09745292365550995
594,208,0,0.09739451855421066
595,208,0,0.09709322452545166
596,208,0,0.09706714004278183
597,208,0,0.09702792018651962
598,208,0,0.09696545451879501
599,208,0,0.09686045348644257
600,213,0,0.09674861282110214
601,208,0,0.09663057327270508
602,211,0,0.09658097475767136
603,208,0,0.09634284675121307
604,208,0,0.09632974863052368
605,208,0,0.09621548652648926
606,208,0,0.09616951644420624
607,208,0,0.09594886749982834
608,208,0,0.0959220826625824
609,213,0,0.09589676558971405
610,235,0,0.09589581936597824
611,208,0,0.09577818214893341
612,208,0,0.09576945006847382
613,208,0,0.0956418365240097
614,208,0,0.09553655236959457
615,208,0,0.09551270306110382
616,208,0,0.09542006254196167
617,208,0,0.09540542215108871
618,208,0,0.09538408368825912
619,208,0,0.09535424411296844
620,208,0,0.09531094133853912
621,208,0,0.0952913761138916
622,213,0,0.09527765214443207
623,208,0,0.09525538980960846
624,208,0,0.09518422186374664
625,217,0,0.09516944736242294
626,208,0,0.09514506161212921
627,208,0,0.09507793188095093
628,208,0,0.09496235847473145
629,208,0,0.09495508670806885
630,208,0,0.0949438065290451
631,211,0,0.09491273760795593
632,208,0,0.09475737810134888
633,208,0,0.09468897432088852
634,208,0,0.09468738734722137
635,208,0,0.09457971900701523
636,245,0,0.09455551952123642
637,208,0,0.09448840469121933
638,208,0,0.09446891397237778
639,207,0,0.09442995488643646
640,208,0,0.09427343308925629
641,208,0,0.09425248950719833
642,208,0,0.09422974288463593
643,208,0,0.09417802095413208
644,208,0,0.09417244046926498
645,208,0,0.09416720271110535
646,208,0,0.09416517615318298
647,208,0,0.09414321184158325
648,213,0,0.0940079614520073
649,208,0,0.09388284385204315
650,223,0,0.09381429851055145
651,208,0,0.09378259629011154
652,208,0,0.09378230571746826
653,208,0,0.09375791251659393
654,208,0,0.0937526673078537
655,208,0,0.09373611211776733
656,245,0,0.0936143696308136
657,244,0,0.09360393136739731
658,208,0,0.09357678890228271
659,208,0,0.09354986995458603
660,208,0,0.09349700808525085
661,208,0,0.093423031270504
662,208,0,0.09339353442192078
663,208,0,0.09338754415512085
664,208,0,0.09338399022817612
665,208,0,0.09329813718795776
666,208,0,0.0932028517127037
667,208,0,0.0931490957736969
668,208,0,0.09291641414165497
669,208,0,0.09281431138515472
670,211,0,0.09277437627315521
671,208,0,0.0927581787109375
672,213,0,0.09259985387325287
673,208,0,0.09247364103794098
674,208,0,0.09241034835577011
675,208,0,0.09240856021642685
676,208,0,0.09239836037158966
677,208,0,0.09239350259304047
678,208,0,0.0923922061920166
679,213,0,0.09235493838787079
680,211,0,0.09232506155967712
681,208,0,0.0922476276755333
682,208,0,0.0921819806098938
683,208,0,0.09213507175445557
684,208,0,0.09212573617696762
685,208,0,0.09211020171642303
686,208,0,0.09203296899795532
687,208,0,0.09203170239925385
688,208,0,0.09188804030418396
689,208,0,0.0918310135602951
690,208,0,0.09178837388753891
691,213,0,0.09174305200576782
692,208,0,0.09162956476211548
693,208,0,0.09162672609090805
694,208,0,0.09157918393611908
695,208,0,0.09132041782140732
696,208,0,0.0912928581237793
697,242,0,0.0912819355726242
698,208,0,0.09125033020973206
699,208,0,0.09124227613210678
700,208,0,0.09123927354812622
701,208,0,0.09119804948568344
702,208,0,0.09119793027639389
703,213,0,0.09112684428691864
704,208,0,0.09106980264186859
705,211,0,0.09105747193098068
706,208,0,0.091041699051857
707,211,0,0.09102322906255722
708,208,0,0.09099435806274414
709,211,0,0.09099342674016953
710,208,0,0.09099104255437851
711,208,0,0.09095102548599243
712,208,0,0.09085534512996674
713,208,0,0.09081222862005234
714,208,0,0.09068571031093597
715,208,0,0.0906805619597435
716,208,0,0.09065546095371246
717,208,0,0.0906500518321991
718,208,0,0.09063374996185303
719,208,0,0.09056045860052109
720,208,0,0.09052612632513046
721,208,0,0.0905195027589798
722,208,0,0.0905170664191246
723,208,0,0.09047675132751465
724,208,0,0.09046026319265366
725,208,0,0.09039755910634995
726,208,0,0.09037461131811142
727,211,0,0.09035347402095795
728,208,0,0.09033697843551636
729,211,0,0.09031640738248825
730,208,0,0.09020897001028061
731,208,0,0.09014242887496948
732,208,0,0.0900438129901886
733,208,0,0.09001384675502777
734,208,0,0.09000613540410995
735,208,0,0.09000333398580551
736,208,0,0.08999742567539215
737,208,0,0.08995532989501953
738,208,0,0.08993753045797348
739,208,0,0.08981171250343323
740,248,0,0.08977387845516205
741,208,0,0.08971335738897324
742,208,0,0.08969902247190475
743,211,0,0.0896957740187645
744,208,0,0.08969482034444809
745,202,0,0.08953740447759628
746,208,0,0.08947654068470001
747,208,0,0.08944322913885117
748,208,0,0.0894135981798172
749,208,0,0.08938771486282349
750,208,0,0.08935800194740295
751,208,0,0.08931100368499756
752,208,0,0.0893063098192215
753,208,0,0.08929239213466644
754,208,0,0.0892673134803772
755,227,0,0.08912733197212219
756,208,0,0.08909817785024643
757,211,0,0.08905790746212006
758,208,0,0.08898589015007019
759,208,0,0.088875912129879
760,208,0,0.08885712921619415
761,213,0,0.08885326236486435
762,208,0,0.08884429931640625
763,208,0,0.08881120383739471
764,244,0,0.08880197256803513
765,208,0,0.08877889811992645
766,208,0,0.08877460658550262
767,208,0,0.08873023837804794
768,208,0,0.08870288729667664
769,208,0,0.0886443704366684
770,208,0,0.08860582113265991
771,208,0,0.08859892934560776
772,208,0,0.0885663628578186
773,208,0,0.08855992555618286
774,208,0,0.08855783939361572
775,208,0,0.08852209895849228
776,208,0,0.08849166333675385
777,211,0,0.088429294526577
778,208,0,0.08840572088956833
779,208,0,0.08834284543991089
780,208,0,0.08834119886159897
781,208,0,0.0883321687579155
782,208,0,0.08829259127378464
783,208,0,0.088282510638237
784,208,0,0.08825095742940903
785,208,0,0.0882403776049614
786,208,0,0.08820874989032745
787,208,0,0.08817838132381439
788,208,0,0.08817145228385925
789,208,0,0.08813036978244781
790,213,0,0.08812884986400604
791,208,0,0.08809934556484222
792,213,0,0.08807283639907837
793,208,0,0.0880575180053711
794,208,0,0.08803041279315948
795,208,0,0.08801331371068954
796,208,0,0.08799143880605698
797,208,0,0.08795732259750366
798,208,0,0.08790167421102524
799,220,0,0.08788782358169556
800,213,0,0.08776222169399261
801,208,0,0.08773557841777802
802,208,0,0.08760788291692734
803,208,0,0.08759079873561859
804,208,0,0.08758854120969772
805,208,0,0.08754151314496994
806,213,0,0.08752526342868805
807,208,0,0.08749844878911972
808,208,0,0.08732405304908752
809,213,0,0.08731137216091156
810,208,0,0.08726666867733002
811,208,0,0.08723431825637817
812,208,0,0.08723285049200058
813,208,0,0.08718912303447723
814,208,0,0.08710610121488571
815,208,0,0.08710519969463348
816,208,0,0.08708512783050537
817,208,0,0.08708368241786957
818,208,0,0.08708234131336212
819,208,0,0.087067149579525
820,208,0,0.08703791350126266
821,208,0,0.08700758218765259
822,208,0,0.08692067861557007
823,208,0,0.08691364526748657
824,208,0,0.08689680695533752
825,208,0,0.08687528967857361
826,208,0,0.08685996383428574
827,208,0,0.08685731142759323
828,208,0,0.08684583753347397
829,208,0,0.08682724833488464
830,208,0,0.086778923869133
831,208,0,0.08676373213529587
832,208,0,0.08676199615001678
833,208,0,0.08674900233745575
834,208,0,0.08666035532951355
835,208,0,0.08662810176610947
836,208,0,0.086601123213768
837,208,0,0.08655678480863571
838,208,0,0.08654755353927612
839,208,0,0.08651407063007355
840,208,0,0.0865081399679184
841,208,0,0.08650218695402145
842,208,0,0.08647458255290985
843,208,0,0.08640196174383163
844,208,0,0.08631964027881622
845,208,0,0.0862891897559166
846,213,0,0.08623732626438141
847,208,0,0.08617077767848969
848,208,0,0.08612977713346481
849,208,0,0.0861167460680008
850,213,0,0.08602368831634521
851,208,0,0.08598688244819641
852,208,0,0.08596061915159225
853,208,0,0.08594179153442383
854,208,0,0.08592022955417633
855,208,0,0.08585058897733688
856,208,0,0.08584966510534286
857,208,0,0.08584827184677124
858,208,0,0.08584541082382202
859,208,0,0.08578874915838242
860,208,0,0.08578161895275116
861,208,0,0.08577954024076462
862,208,0,0.08572705090045929
863,213,0,0.08572010695934296
864,208,0,0.08570851385593414
865,208,0,0.08566844463348389
866,208,0,0.08563613146543503
867,208,0,0.08562004566192627
868,208,0,0.08558224141597748
869,208,0,0.0855642557144165
870,208,0,0.08554401248693466
871,208,0,0.08552959561347961
872,208,0,0.08552522957324982
873,208,0,0.08551584929227829
874,208,0,0.0854412168264389
875,208,0,0.08543233573436737
876,208,0,0.08541449904441833
877,208,0,0.08538695424795151
878,208,0,0.085352323949337
879,208,0,0.08533690869808197
880,208,0,0.08532636612653732
881,208,0,0.08530914783477783
882,208,0,0.08530598878860474
883,208,0,0.08529475331306458
884,208,0,0.0852782353758812
885,208,0,0.08520457148551941
886,208,0,0.08519970625638962
887,208,0,0.08512493222951889
888,208,0,0.08509190380573273
889,208,0,0.08501094579696655
890,208,0,0.08498871326446533
891,208,0,0.0849686786532402
892,208,0,0.08496080338954926
893,208,0,0.08495297282934189
894,213,0,0.08494053781032562
895,208,0,0.08492229878902435
896,208,0,0.08491195738315582
897,208,0,0.0848216861486435
898,208,0,0.08481824398040771
899,208,0,0.08478094637393951
900,211,0,0.08475182950496674
901,208,0,0.08462151139974594
902,208,0,0.08456912636756897
903,208,0,0.08456587046384811
904,208,0,0.08455875515937805
905,208,0,0.0845499262213707
906,208,0,0.08446761220693588
907,208,0,0.08446082472801208
908,208,0,0.08436249196529388
909,208,0,0.08414938300848007
910,208,0,0.08414261788129807
911,208,0,0.0841401219367981
912,208,0,0.08411209285259247
913,208,0,0.08410690724849701
914,208,0,0.0841018557548523
915,208,0,0.08409574627876282
916,208,0,0.08405527472496033
917,208,0,0.0840538740158081
918,211,0,0.08402567356824875
919,208,0,0.08402105420827866
920,208,0,0.084010049700737
921,208,0,0.08400794118642807
922,208,0,0.08400338888168335
923,208,0,0.08399300277233124
924,208,0,0.08397334814071655
925,208,0,0.08395200222730637
926,208,0,0.08395136892795563
927,208,0,0.08394727110862732
928,208,0,0.08390107750892639
929,208,0,0.08388455212116241
930,208,0,0.0838790088891983
931,208,0,0.08386494964361191
932,208,0,0.08381469547748566
